Date,Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point_temperature,Solar_Radiation,Rainfall,Snowfall
2018-03-08,21,3.1,74,3.2,465,-1,0,0,0
2018-03-08,23,2.8,73,1.8,468,-1.5,0,0,0
2018-03-09,0,3,72,2.3,473,-1.5,0,0,0
2018-03-09,1,2.8,73,2.6,413,-1.5,0,0,0
2018-03-09,2,2.8,74,1.2,415,-1.3,0,0,0
2018-03-09,3,2.7,75,0.7,417,-1.2,0,0,0
2018-03-09,4,2.5,76,1,403,-1.3,0,0,0
2018-03-09,5,2.5,76,0.7,544,-1.3,0,0,0
2018-03-09,6,2.5,71,1.1,1055,-2.2,0,0,0
2018-03-09,7,1.6,76,0.7,1024,-2.1,0,0,0
2018-03-09,8,1.8,67,0.7,1917,-3.6,0.19,0,0
2018-03-09,9,3.5,60,1.3,1969,-3.5,0.71,0,0
2018-03-09,10,4.8,54,1.3,1921,-3.7,0.78,0,0
2018-03-09,11,5.9,51,0.7,1866,-3.4,0.91,0,0
2018-03-09,12,6.8,51,1,1617,-2.6,1.13,0,0
2018-03-09,13,7.5,44,2,1526,-3.9,1.24,0,0
2018-03-09,14,8,42,1.5,1690,-4.1,1.24,0,0
2018-03-09,15,7.7,51,2.9,670,-1.8,0.94,0,0
2018-03-09,16,9.6,38,1.7,1052,-4,1.71,0,0
2018-03-09,17,8.9,46,1.8,789,-2.1,1,0,0
2018-03-09,18,7,55,2,705,-1.4,0.35,0,0
2018-03-09,19,5.4,60,3.9,990,-1.7,0.02,0,0
2018-03-09,21,3.5,69,1.4,1177,-1.6,0,0,0
2018-03-09,22,2.9,69,1.2,1179,-2.2,0,0,0
2018-03-09,23,2.5,72,1.5,1071,-2,0,0,0
2018-03-10,0,2.1,74,1.4,970,-2,0,0,0
2018-03-10,1,2,75,1,658,-1.9,0,0,0
2018-03-10,2,1.6,79,0.9,685,-1.6,0,0,0
2018-03-10,3,1.3,80,0.6,705,-1.7,0,0,0
2018-03-10,4,0.9,81,0.6,620,-1.9,0,0,0
2018-03-10,5,0.8,80,0.3,565,-2.2,0,0,0
2018-03-10,6,1.1,78,1.1,538,-2.3,0,0,0
2018-03-10,7,0.9,78,1.1,535,-2.5,0,0,0
2018-03-10,8,1.5,73,1.2,466,-2.8,0.11,0,0
2018-03-10,9,2.7,71,1.3,418,-2,0.3,0,0
2018-03-10,10,3.5,65,2.4,539,-2.4,0.87,0,0
2018-03-10,11,5.7,58,2.3,700,-1.9,2.08,0,0
2018-03-10,12,7.1,50,2.2,909,-2.6,2.47,0,0
2018-03-10,13,8.2,42,3.1,1261,-3.9,2.66,0,0
2018-03-10,14,9.2,38,2.6,1377,-4.4,2.53,0,0
2018-03-10,15,8.1,36,4.7,1964,-6.1,2.23,0,0
2018-03-10,16,8.3,37,3.8,1867,-5.5,1.73,0,0
2018-03-10,17,7.7,46,2.8,1635,-3.2,1.05,0,0
2018-03-10,19,5.3,67,2.6,1314,-0.3,0.02,0,0
2018-03-10,20,5.2,69,1.8,1196,0,0,0,0
2018-03-10,21,5,73,2.2,1173,0.5,0,0,0
2018-03-10,22,5,75,2.2,1084,0.9,0,0,0
2018-03-10,23,5.1,75,1.4,950,1,0,0,0
2018-03-11,0,5.1,77,1.9,718,1.3,0,0,0
2018-03-11,1,4.8,80,1.3,583,1.6,0,0,0
2018-03-11,2,4.7,78,1.5,466,1.1,0,0,0
2018-03-11,3,4.4,80,1.6,393,1.2,0,0,0
2018-03-11,4,4.2,81,1.3,333,1.2,0,0,0
2018-03-11,5,3.9,85,1.6,264,1.6,0,0,0
2018-03-11,6,3.4,85,1.5,234,1.1,0,0,0
2018-03-11,7,2.9,84,1.9,241,0.4,0,0,0
2018-03-11,8,2.8,82,1.2,240,0,0.19,0,0
2018-03-11,9,3.9,77,2,263,0.2,0.65,0,0
2018-03-11,10,5.9,69,2.6,330,0.6,1.43,0,0
2018-03-11,11,7.6,54,1.6,430,-1.1,2.06,0,0
2018-03-11,12,9.2,40,2.6,592,-3.7,2.47,0,0
2018-03-11,13,10.3,31,2.1,885,-6.1,2.67,0,0
2018-03-11,14,11.6,20,2.7,1647,-10.6,2.69,0,0
2018-03-11,15,11.9,26,2.8,1338,-7,2.34,0,0
2018-03-11,16,11.9,25,2.7,1424,-7.5,1.83,0,0
2018-03-11,17,11.1,25,2,1765,-8.2,1.19,0,0
2018-03-11,18,9.4,22,2.9,1995,-11.2,0.55,0,0
2018-03-11,19,7.8,28,1.9,1982,-9.6,0.04,0,0
2018-03-11,20,6.7,32,1.9,1722,-8.8,0,0,0
2018-03-11,21,5.7,34,1,1520,-8.9,0,0,0
2018-03-11,22,5.3,31,2.3,1842,-10.5,0,0,0
2018-03-12,0,3.5,46,1.1,1040,-7,0,0,0
2018-03-12,1,2.9,51,0.8,1119,-6.2,0,0,0
2018-03-12,2,2.7,46,0.4,1363,-7.7,0,0,0
2018-03-12,3,2.3,48,0.8,1448,-7.6,0,0,0
2018-03-12,4,2.8,52,0.6,1249,-6.1,0,0,0
2018-03-12,5,3.3,53,0.4,1208,-5.3,0,0,0
2018-03-12,6,2.8,57,0.7,920,-4.8,0,0,0
2018-03-12,7,3,53,0.5,1094,-5.6,0,0,0
2018-03-12,8,3.8,47,0.8,1229,-6.5,0.06,0,0
2018-03-12,9,4.8,43,1,1200,-6.7,0.18,0,0
2018-03-12,10,6.6,40,1,1061,-6,0.65,0,0
2018-03-12,11,9.2,33,1.1,892,-6.2,1.54,0,0
2018-03-12,12,11.7,32,1.6,690,-4.4,1.99,0,0
2018-03-12,13,13.6,34,1.8,458,-1.9,2.23,0,0
2018-03-12,14,14.9,34,2.8,403,-0.8,2.22,0,0
2018-03-12,15,15.3,32,2.9,458,-1.3,2.02,0,0
2018-03-12,16,14.5,34,3.1,471,-1.2,1.59,0,0
2018-03-12,17,13.7,38,2.6,436,-0.3,1,0,0
2018-03-12,18,12.2,43,2.8,463,0,0.41,0,0
2018-03-12,19,10.6,47,2,425,-0.2,0.03,0,0
2018-03-12,20,9.4,50,2.1,391,-0.5,0,0,0
2018-03-12,22,7.8,49,0.1,528,-2.2,0,0,0
2018-03-12,23,6.8,56,0.9,497,-1.3,0,0,0
2018-03-13,0,6.4,62,0.7,506,-0.3,0,0,0
2018-03-13,1,5.9,65,1,596,-0.1,0,0,0
2018-03-13,2,5.4,66,0.6,623,-0.4,0,0,0
2018-03-13,3,5.5,62,0.6,722,-1.2,0,0,0
2018-03-13,4,6.2,59,0.8,493,-1.2,0,0,0
2018-03-13,5,6.8,56,0.9,570,-1.3,0,0,0
2018-03-13,6,7,58,0.7,537,-0.7,0,0,0
2018-03-13,7,7.2,56,0.5,545,-1,0,0,0
2018-03-13,8,8,48,0.4,711,-2.3,0.12,0,0
2018-03-13,9,9.4,44,0.3,743,-2.2,0.33,0,0
2018-03-13,10,10.9,40,0.5,714,-2.1,0.55,0,0
2018-03-13,11,12.6,49,1.4,988,2.1,0.84,0,0
2018-03-13,13,17.1,42,3.2,1305,4,2.6,0,0
2018-03-13,14,18.3,43,2.2,1509,5.4,2.43,0,0
2018-03-13,15,18.6,47,3.3,1560,7,2.08,0,0
2018-03-13,16,17.6,53,3.7,1735,7.8,1.4,0,0
2018-03-13,17,16.9,62,3.1,1562,9.5,0.95,0,0
2018-03-13,18,15.7,68,3.3,1473,9.8,0.39,0,0
2018-03-13,19,14.1,77,2,1240,10.1,0.04,0,0
2018-03-13,20,13.9,77,1.5,1010,9.9,0,0,0
2018-03-13,21,13.7,79,2,1035,10.1,0,0,0
2018-03-13,22,13.5,81,2.8,933,10.2,0,0,0
2018-03-13,23,13.4,81,2.6,958,10.1,0,0,0
2018-03-14,0,13.6,79,2.2,862,10,0,0,0
2018-03-14,1,13.7,73,2.2,1182,8.9,0,0,0
2018-03-14,2,13.8,70,1.3,1363,8.4,0,0,0
2018-03-14,3,14,67,2.3,1733,7.9,0,0,0
2018-03-14,4,14,70,1.5,1648,8.6,0,0,0
2018-03-14,5,14.1,69,1.3,1923,8.4,0,0,0
2018-03-14,6,14.1,69,1.6,1882,8.4,0,0,0
2018-03-14,7,14.1,69,1.1,1692,8.4,0,0,0
2018-03-14,8,14.2,67,0.9,1812,8.1,0.06,0,0
2018-03-14,10,15.7,58,1.3,1980,7.4,0.69,0,0
2018-03-14,11,17.5,55,2.1,1892,8.3,1.35,0,0
2018-03-14,12,19.9,44,2.7,1874,7.2,2.22,0,0
2018-03-14,13,20.9,44,4.7,1795,8.1,2.66,0,0
2018-03-14,14,21.1,42,4.3,2000,7.6,2.49,0,0
2018-03-14,15,21.7,39,3.3,1979,7.1,2.09,0,0
2018-03-14,16,21.7,41,3.2,2000,7.8,1.91,0,0
2018-03-14,17,20.5,49,3.5,2000,9.4,1.18,0,0
2018-03-14,18,19.2,53,2.4,2000,9.3,0.58,0,0
2018-03-14,19,17.9,54,2.9,2000,8.4,0.04,0,0
2018-03-14,20,17.2,60,2.5,1993,9.3,0,0,0
2018-03-14,21,16.8,67,2,1775,10.6,0,0,0
2018-03-14,22,16.2,71,2,1780,10.9,0,0,0
2018-03-14,23,16.1,69,1.8,1666,10.4,0,0,0
2018-03-15,0,16,69,2.4,1863,10.3,0,0,0
2018-03-15,1,16.3,68,2.1,1859,10.3,0,0,0
2018-03-15,2,16.5,68,1.3,1724,10.5,0,0,0
2018-03-15,3,16.5,69,2.4,1659,10.7,0,0,0
2018-03-15,4,15.1,86,2.1,877,12.7,0,0,0
2018-03-15,5,14.5,94,2,487,13.5,0,0,0
2018-03-15,6,14.4,96,0.7,453,13.7,0,8,0
2018-03-15,7,14.3,97,0.3,189,13.8,0,0,0
2018-03-15,8,14.1,97,1.1,342,13.6,0,0,0
2018-03-15,9,14.1,98,1.1,253,13.7,0.06,17,0
2018-03-15,10,14.2,98,1.2,299,13.8,0.14,0,0
2018-03-15,11,13.9,98,1.4,296,13.5,0.13,0,0
2018-03-15,12,13.3,97,2.9,771,12.8,0.19,2,0
2018-03-15,13,12.7,97,2.6,467,12.2,0.23,0,0
2018-03-15,14,12.1,97,2,177,11.6,0.2,0,0
2018-03-15,15,11.6,97,3.4,117,11.1,0.26,0,0
2018-03-15,16,10.7,98,1.2,196,10.3,0.14,0,0
2018-03-15,17,10.9,98,1.3,222,10.5,0.09,0,0
2018-03-15,18,10.4,98,2.5,116,10,0.03,0,0
2018-03-15,19,10.4,98,2,391,10,0,0,0
2018-03-15,20,10.5,97,1.8,372,10,0,0,0
2018-03-15,21,10.4,96,2.7,499,9.7,0,0,0
2018-03-15,22,9.8,90,3.7,493,8.2,0,0,0
2018-03-15,23,9.3,90,4.1,609,7.7,0,0,0
2018-03-16,0,8.4,86,2.2,2000,6.1,0,0,0
2018-03-16,1,7.2,83,2.1,2000,4.4,0,0,0
2018-03-16,2,6.7,72,2.1,2000,1.9,0,0,0
2018-03-16,3,6.1,67,2.6,2000,0.4,0,0,0
2018-03-16,4,5.7,62,2.4,2000,-1,0,0,0
2018-03-16,5,5.2,60,2,2000,-1.9,0,0,0
2018-03-16,6,4.4,61,1.7,2000,-2.4,0,0,0
2018-03-16,7,3.7,59,2.9,2000,-3.5,0,0,0
2018-03-16,8,3.8,56,2.4,2000,-4.1,0.32,0,0
2018-03-16,9,5.2,51,1.7,2000,-4.1,1.08,0,0
2018-03-16,11,8.2,45,2.4,1992,-3,2.38,0,0
2018-03-16,12,9.4,40,2.6,1913,-3.5,2.78,0,0
2018-03-16,13,10.4,38,2.4,1959,-3.3,2.99,0,0
2018-03-16,14,11,36,1.8,1973,-3.5,2.91,0,0
2018-03-16,15,11.9,32,1.9,1976,-4.3,2.62,0,0
2018-03-16,16,11.6,31,1.4,1999,-4.9,2.11,0,0
2018-03-16,17,11.2,30,1.5,2000,-5.7,1.44,0,0
2018-03-16,18,10,33,1.2,2000,-5.5,0.68,0,0
2018-03-16,19,8.1,36,1.2,2000,-6.1,0.06,0,0
2018-03-16,20,6.7,41,1,2000,-5.6,0,0,0
2018-03-16,21,5.8,43,1.8,2000,-5.8,0,0,0
2018-03-16,23,4.2,47,1.3,2000,-6.1,0,0,0
2018-03-17,0,3.7,48,1.6,2000,-6.3,0,0,0
2018-03-17,1,3,52,0.7,2000,-5.9,0,0,0
2018-03-17,2,2.3,56,0.6,2000,-5.5,0,0,0
2018-03-17,4,1.3,61,0.7,2000,-5.4,0,0,0
2018-03-17,5,1,62,0.9,2000,-5.4,0,0,0
2018-03-17,7,0.5,64,0.8,2000,-5.5,0.01,0,0
2018-03-17,8,1.3,57,1,1974,-6.2,0.32,0,0
2018-03-17,9,3.4,49,1.6,1950,-6.3,1.03,0,0
2018-03-17,10,6,43,1,1829,-5.6,1.69,0,0
2018-03-17,11,8,39,1.2,1783,-5.1,2.26,0,0
2018-03-17,12,10,38,1.5,1677,-3.6,2.51,0,0
2018-03-17,13,10.9,32,1.2,1772,-5.1,2.22,0,0
2018-03-17,14,12.1,29,2.3,1734,-5.4,2.26,0,0
2018-03-17,15,13.2,23,2.8,1696,-7.5,2.52,0,0
2018-03-17,16,13.7,28,2.1,1499,-4.5,1.88,0,0
2018-03-17,17,12.1,34,2.5,1240,-3.3,0.81,0,0
2018-03-17,19,8.8,49,3.2,1207,-1.3,0.05,0,0
2018-03-17,20,7.9,54,2.3,1005,-0.8,0,0,0
2018-03-17,21,7.4,54,2,1142,-1.3,0,0,0
2018-03-17,22,7,55,2.7,1041,-1.4,0,0,0
2018-03-17,23,6.4,59,1.1,961,-1,0,0,0
2018-03-18,1,5.7,55,1.4,1043,-2.6,0,0,0
2018-03-18,2,5.5,56,1.2,1067,-2.5,0,0,0
2018-03-18,5,5.6,55,1.2,1008,-2.7,0,0,0
2018-03-18,6,5.7,54,1.7,1208,-2.9,0,0,0
2018-03-18,7,5.5,58,1,937,-2.1,0,0,0
2018-03-18,8,5.9,58,1.8,861,-1.7,0.11,0,0
2018-03-18,9,6.3,53,0.5,849,-2.5,0.34,0,0
2018-03-18,10,7.2,53,1.6,709,-1.7,0.45,0,0
2018-03-18,12,9.8,46,1.2,710,-1.2,1.13,0,0
2018-03-18,13,10.6,43,1.3,705,-1.4,1.07,0,0
2018-03-18,14,11,41,1.1,763,-1.7,0.81,0,0
2018-03-18,15,12,37,0.8,879,-2.2,1.09,0,0
2018-03-18,16,12.3,30,1.6,1263,-4.8,0.94,0,0
2018-03-18,17,11.1,42,2.2,765,-1.3,0.34,0,0
2018-03-18,19,10,53,1.7,796,0.8,0.01,0,0
2018-03-18,20,9.2,66,1.1,513,3.1,0,0,0
2018-03-18,21,8.8,72,0.9,501,4,0,0,0
2018-03-18,22,8.1,76,0.8,492,4.1,0,0,0
2018-03-18,23,7.4,80,1.3,471,4.1,0,0,0
2018-03-19,0,7,81,1.1,421,3.9,0,0.5,0
2018-03-19,1,6.7,84,0.8,320,4.1,0,0,0
2018-03-19,2,6.6,86,0.6,416,4.4,0,0,0
2018-03-19,3,6.5,88,0.9,276,4.6,0,0.3,0
2018-03-19,4,6.3,90,1,240,4.7,0,0,0
2018-03-19,5,6.2,89,1.5,338,4.5,0,0,0
2018-03-19,6,6.5,88,1.2,417,4.6,0,0.2,0
2018-03-19,7,6.5,88,1.4,515,4.6,0,0,0
2018-03-19,8,7.3,84,2.2,813,4.7,0.05,0,0
2018-03-19,9,8.2,81,2.7,1273,5.1,0.2,0.5,0
2018-03-19,10,9.1,77,2.7,1587,5.2,0.27,0,0
2018-03-19,11,10.2,65,3.3,2000,3.9,0.57,0,0
2018-03-19,12,10.2,58,3.5,2000,2.2,0.32,0,0
2018-03-19,13,10.1,61,3.7,1504,2.9,0.38,0,0
2018-03-19,14,10.1,59,3.3,2000,2.4,0.57,0,0
2018-03-19,16,8.9,63,3,1614,2.2,0.28,0,0
2018-03-19,17,8.5,59,2.7,1927,0.9,0.16,0,0
2018-03-19,18,8.6,55,2.4,1958,0,0.09,0,0
2018-03-19,19,8.4,51,3.3,1977,-1.1,0.01,0,0
2018-03-19,20,8.3,47,3.1,2000,-2.3,0,0,0
2018-03-19,21,8,47,3.3,2000,-2.6,0,0,0
2018-03-19,22,7.6,48,3.1,2000,-2.7,0,0,0
2018-03-20,0,6.3,42,3.3,2000,-5.6,0,0,0
2018-03-20,1,5.5,42,3.1,2000,-6.4,0,0,0
2018-03-20,2,5.1,44,3.4,2000,-6.1,0,0,0
2018-03-20,3,4.7,44,3.8,2000,-6.5,0,0,0
2018-03-20,4,4.4,44,3.1,2000,-6.8,0,0,0
2018-03-20,5,4.1,42,3.1,2000,-7.6,0,0,0
2018-03-20,6,3.9,43,3.4,2000,-7.5,0,0,0
2018-03-20,7,3.8,44,4.1,2000,-7.3,0.02,0,0
2018-03-20,8,4.3,43,4.2,2000,-7.2,0.37,0,0
2018-03-20,9,5.7,38,3.9,1985,-7.5,0.98,0,0
2018-03-20,10,7.4,35,3.5,1990,-7,1.81,0,0
2018-03-20,11,8.4,34,3.6,1966,-6.5,2.36,0,0
2018-03-20,12,9,33,3.1,1985,-6.4,2.59,0,0
2018-03-20,13,8,37,3.4,2000,-5.8,1.96,0,0
2018-03-20,14,7.3,38,3.4,1997,-6.1,1.6,0,0
2018-03-20,15,6.5,39,3.3,2000,-6.4,1.21,0,0
2018-03-20,16,5.6,42,4.2,2000,-6.3,0.81,0,0
2018-03-20,17,4.9,43,4.3,2000,-6.6,0.42,0,0
2018-03-20,18,4.1,43,3.5,2000,-7.3,0.21,0,0
2018-03-20,19,3.2,45,3.7,2000,-7.6,0.02,0,0
2018-03-20,20,2.7,45,3.3,2000,-8,0,0,0
2018-03-20,21,2.3,40,3.3,2000,-9.9,0,0,0
2018-03-20,22,2,37,2.7,2000,-11.1,0,0,0
2018-03-20,23,1.8,37,2.3,2000,-11.3,0,0,0
2018-03-21,0,1.6,39,2.3,2000,-10.8,0,0,0
2018-03-21,1,1.5,40,2.8,2000,-10.6,0,0,0
2018-03-21,2,1.4,40,2.9,2000,-10.7,0,0,0
2018-03-21,3,1.3,40,2.1,2000,-10.8,0,0,0
2018-03-21,4,1.3,39,2.3,2000,-11.1,0,0,0
2018-03-21,5,1.3,40,2.3,2000,-10.8,0,0,0
2018-03-21,6,1.4,42,1.7,2000,-10.1,0,0,0
2018-03-21,7,1.4,43,1.5,2000,-9.8,0,0,0
2018-03-21,8,1.6,42,1.8,2000,-9.9,0.13,0,0
2018-03-21,9,2.5,40,1.9,2000,-9.7,0.41,0,0
2018-03-21,10,3.6,37,1.3,2000,-9.7,0.83,0,0
2018-03-21,11,4.8,35,2.1,2000,-9.4,1.38,0,0
2018-03-21,12,4.8,51,2.2,1715,-4.5,1.12,0,0
2018-03-21,13,4,64,2,1834,-2.2,0.75,0,0
2018-03-21,14,1.9,89,1.5,102,0.2,0.41,0,0
2018-03-21,15,2.2,85,1.3,2000,0,0.41,0.5,0
2018-03-21,16,2.4,79,1.9,1995,-0.8,0.37,0,0
2018-03-21,17,2.5,78,2,2000,-0.9,0.25,0,0
2018-03-21,18,2,77,1.3,2000,-1.6,0.07,0,0
2018-03-21,19,2,81,0.7,2000,-0.9,0,0,0
2018-03-21,20,1.7,85,1.3,396,-0.5,0,0,0
2018-03-21,21,1.2,92,0.7,1474,0,0,0.5,0
2018-03-21,22,1.2,87,0.9,1802,-0.7,0,0,0
2018-03-21,23,1.5,86,1.2,1495,-0.5,0,0,0
2018-03-22,0,1.6,86,1.7,1141,-0.4,0,0,0
2018-03-22,1,1.6,85,2,952,-0.6,0,0,0
2018-03-22,2,1.5,86,2.5,782,-0.5,0,0,0
2018-03-22,3,1.3,87,1.7,822,-0.6,0,0,0
2018-03-22,4,1.3,87,2.2,937,-0.6,0,0,0
2018-03-22,5,1.1,88,0.9,927,-0.6,0,0,0
2018-03-22,6,0.8,88,1,900,-0.9,0,0,0
2018-03-22,7,0.6,85,1.5,1321,-1.6,0.01,0,0
2018-03-22,8,1.1,79,1.7,1480,-2.1,0.36,0,0
2018-03-22,9,2.5,67,1.3,1472,-3,1.11,0,0
2018-03-22,10,4.9,56,1.9,1480,-3.1,1.76,0,0
2018-03-22,11,6.9,46,2.1,1541,-3.9,2.33,0,0
2018-03-22,12,8.3,36,2.5,1665,-5.9,2.7,0,0
2018-03-22,13,9.9,29,3.2,1641,-7.3,2.91,0,0
2018-03-22,14,11.4,30,3.1,1672,-5.5,2.82,0,0
2018-03-22,15,10.7,34,4.5,1850,-4.5,2.51,0,0
2018-03-22,16,10.3,34,3.8,1850,-4.9,1.93,0,0
2018-03-22,17,9.6,38,3.2,1606,-4,1.35,0,0
2018-03-22,18,7.9,46,3.1,1057,-3,0.58,0,0
2018-03-22,20,5.1,56,2,899,-2.9,0,0,0
2018-03-22,21,4.5,62,2,826,-2.1,0,0,0
2018-03-22,22,3.9,66,2.7,990,-1.8,0,0,0
2018-03-22,23,3.4,69,1.1,895,-1.7,0,0,0
2018-03-23,0,2.9,72,1.3,903,-1.6,0,0,0
2018-03-23,1,2.5,75,1.5,786,-1.4,0,0,0
2018-03-23,2,2.2,80,1.4,615,-0.8,0,0,0
2018-03-23,3,1.9,81,1.1,525,-1,0,0,0
2018-03-23,4,2,80,0.8,474,-1,0,0,0
2018-03-23,5,2.2,79,0.8,553,-1,0,0,0
2018-03-23,6,2.3,80,0.7,546,-0.8,0,0,0
2018-03-23,7,2.5,79,1.4,536,-0.7,0.01,0,0
2018-03-23,8,2.6,77,1.3,567,-1,0.21,0,0
2018-03-23,9,3.3,72,1.4,618,-1.2,0.61,0,0
2018-03-23,10,5.4,64,1.6,637,-0.8,1.7,0,0
2018-03-23,11,7.1,50,1.7,799,-2.6,2.24,0,0
2018-03-23,12,9.3,37,2.3,940,-4.6,2.72,0,0
2018-03-23,13,10.9,36,2.1,1073,-3.6,2.87,0,0
2018-03-23,14,12.4,33,2.9,811,-3.4,2.71,0,0
2018-03-23,15,12.1,30,3,1120,-4.9,2.41,0,0
2018-03-23,16,12.2,24,2.8,1655,-7.8,1.98,0,0
2018-03-23,17,11.2,27,3.5,1585,-7.1,1.19,0,0
2018-03-23,18,9.7,36,3.6,948,-4.6,0.37,0,0
2018-03-23,19,8.3,48,3,779,-2,0.06,0,0
2018-03-23,20,6.7,48,2.6,774,-3.5,0,0,0
2018-03-23,21,5.8,60,2.2,650,-1.3,0,0,0
2018-03-23,22,5.3,63,1.8,591,-1.1,0,0,0
2018-03-23,23,5,42,1.7,717,-6.8,0,0,0
2018-03-24,0,4.7,46,1.7,746,-5.9,0,0,0
2018-03-24,1,4.7,51,1.1,728,-4.5,0,0,0
2018-03-24,2,5,50,1.7,669,-4.5,0,0,0
2018-03-24,3,5,51,0.8,659,-4.3,0,0,0
2018-03-24,4,5.1,54,1.2,550,-3.4,0,0,0
2018-03-24,5,4.7,54,1.3,543,-3.8,0,0,0
2018-03-24,6,4.2,50,0.6,633,-5.3,0,0,0
2018-03-24,7,4,54,0.9,587,-4.4,0.01,0,0
2018-03-24,8,4.5,49,0.4,580,-5.3,0.19,0,0
2018-03-24,10,7.2,43,1.5,559,-4.5,0.42,0,0
2018-03-24,11,9,56,2,399,0.6,1.11,0,0
2018-03-24,12,10.6,52,3.1,390,1.1,2.27,0,0
2018-03-24,13,12.4,50,2.5,379,2.2,2.48,0,0
2018-03-24,14,12.7,55,3.4,378,3.8,2.42,0,0
2018-03-24,15,12.4,58,4.1,404,4.3,2.26,0,0
2018-03-24,16,12.3,61,3.4,359,4.9,1.82,0,0
2018-03-24,17,11.1,66,4.2,367,4.9,1.18,0,0
2018-03-24,18,9,76,3,288,4.9,0.45,0,0
2018-03-24,20,7.1,83,3.3,203,4.4,0,0,0
2018-03-24,21,6.7,84,2.8,193,4.1,0,0,0
2018-03-24,22,6.5,85,2.3,167,4.1,0,0,0
2018-03-24,23,6.4,85,2.3,155,4,0,0,0
2018-03-25,0,6.4,84,1.4,171,3.8,0,0,0
2018-03-25,1,6.4,82,1.2,186,3.5,0,0,0
2018-03-25,2,6,82,1.3,198,3.1,0,0,0
2018-03-25,3,5.5,83,0.9,186,2.8,0,0,0
2018-03-25,4,5.3,82,1,200,2.4,0,0,0
2018-03-25,5,5,83,0.7,200,2.3,0,0,0
2018-03-25,6,4.6,84,0.7,193,2.1,0,0,0
2018-03-25,7,4.7,82,1.3,198,1.8,0.02,0,0
2018-03-25,8,5,79,1.1,203,1.6,0.23,0,0
2018-03-25,9,6.3,73,1.3,218,1.8,0.79,0,0
2018-03-25,10,8.4,65,1.8,229,2.1,1.67,0,0
2018-03-25,11,10.7,56,2,261,2.2,2.27,0,0
2018-03-25,12,12.7,45,1.3,321,1,2.63,0,0
2018-03-25,13,14.6,38,1.9,315,0.4,2.75,0,0
2018-03-25,14,16.1,37,2.4,315,1.3,2.62,0,0
2018-03-25,16,16.5,39,3.1,366,2.4,1.91,0,0
2018-03-25,17,15.8,40,2.3,481,2.2,1.28,0,0
2018-03-25,18,14.4,44,2.7,596,2.2,0.6,0,0
2018-03-25,19,12.6,59,2.5,384,4.7,0.08,0,0
2018-03-25,20,10.7,70,2.8,236,5.4,0,0,0
2018-03-25,21,9.8,74,2.2,219,5.3,0,0,0
2018-03-25,22,8.8,79,2,203,5.3,0,0,0
2018-03-25,23,8,82,1.3,196,5.1,0,0,0
2018-03-26,0,7.1,84,2.3,185,4.5,0,0,0
2018-03-26,2,5.4,95,1.5,89,4.6,0,0,0
2018-03-26,3,5.5,96,1.6,72,4.9,0,0,0
2018-03-26,4,5.5,96,2,53,4.9,0,0,0
2018-03-26,5,5.4,97,1.5,38,4.9,0,0,0
2018-03-26,6,5.7,97,0.5,80,5.2,0,0,0
2018-03-26,7,6,96,0.6,94,5.4,0,0,0
2018-03-26,8,6.4,90,1.4,117,4.8,0.13,0,0
2018-03-26,9,7.6,82,0.7,147,4.7,0.55,0,0
2018-03-26,10,10,70,1,187,4.7,1.57,0,0
2018-03-26,11,12.6,60,2.4,281,5,2.23,0,0
2018-03-26,12,14.6,53,2.5,348,5.1,2.65,0,0
2018-03-26,13,16,47,2.5,459,4.6,2.8,0,0
2018-03-26,15,17.6,33,3.6,985,1.1,2.44,0,0
2018-03-26,16,17.7,33,3.4,897,1.2,1.96,0,0
2018-03-26,18,16,33,2.9,1138,-0.2,0.6,0,0
2018-03-26,19,14.3,37,3.1,1247,-0.2,0.1,0,0
2018-03-26,20,12.9,42,2.8,1047,0.2,0,0,0
2018-03-26,21,11.6,54,1.5,693,2.5,0,0,0
2018-03-26,22,10.7,58,1.4,600,2.7,0,0,0
2018-03-26,23,9.8,62,0.6,535,2.8,0,0,0
2018-03-27,0,9,68,1.1,426,3.3,0,0,0
2018-03-27,1,8.7,70,0.9,398,3.5,0,0,0
2018-03-27,2,8.3,70,0.8,394,3.1,0,0,0
2018-03-27,3,8.1,71,0.9,378,3.1,0,0,0
2018-03-27,4,7.8,70,0.3,395,2.6,0,0,0
2018-03-27,5,8,63,0.8,439,1.3,0,0,0
2018-03-27,6,8.1,66,0.6,415,2.1,0,0,0
2018-03-27,8,9.3,62,0.6,519,2.3,0.25,0,0
2018-03-27,9,11.6,51,0.8,498,1.7,0.84,0,0
2018-03-27,10,13.9,40,0.8,586,0.5,1.6,0,0
2018-03-27,12,16.7,47,2.4,620,5.3,1.76,0,0
2018-03-27,13,18.6,46,2.1,642,6.7,2.54,0,0
2018-03-27,14,19.4,45,2,624,7.1,2.05,0,0
2018-03-27,15,19.9,45,2.7,676,7.6,1.79,0,0
2018-03-27,16,19.5,50,3.4,613,8.7,1.6,0,0
2018-03-27,17,18.4,54,3.2,605,8.9,1.05,0,0
2018-03-27,18,16.8,60,3.1,580,8.9,0.46,0,0
2018-03-27,19,15,67,2.6,452,8.9,0.07,0,0
2018-03-27,20,13.9,72,2.4,385,8.9,0,0,0
2018-03-27,21,13.4,73,1.5,325,8.6,0,0,0
